COGS,Country,Discount Band,Year,Quarter,Month,Day,Discounts,Gross Sales,Manufacturing Price,Month Name,Product,Month Number,Profit,Sale Price,Sales,Segment,Units Sold,Year
96840,Germany,Medium,2014,Qtr 1,February,1,5043.75,100875,120,February,Velo,2,-1008.75,125,95831.25,Enterprise,807,2014
97080,Germany,Low,2013,Qtr 4,October,1,2022.5,101125,10,October,Paseo,10,2022.5,125,99102.5,Enterprise,809,2013
97080,Germany,Low,2013,Qtr 4,October,1,2022.5,101125,120,October,Velo,10,2022.5,125,99102.5,Enterprise,809,2013
99060,France,Medium,2014,Qtr 3,August,1,10668,133350,250,August,VTT,8,23622,350,122682,Government,381,2014
103320,United States of America,Medium,2014,Qtr 4,October,1,5381.25,107625,10,October,Paseo,10,-1076.25,125,102243.75,Enterprise,861,2014
103320,United States of America,Medium,2014,Qtr 4,October,1,5381.25,107625,120,October,Velo,10,-1076.25,125,102243.75,Enterprise,861,2014
105240,Mexico,Medium,2014,Qtr 4,November,1,9866.25,109625,250,November,VTT,11,-5481.25,125,99758.75,Enterprise,877,2014
106440,Germany,Medium,2013,Qtr 4,December,1,6652.5,110875,3,December,Carretera,12,-2217.5,125,104222.5,Enterprise,887,2013
108000,Mexico,High,2014,Qtr 3,September,1,12960,129600,250,September,VTT,9,8640,300,116640,Small Business,432,2014
109720,Germany,Medium,2014,Qtr 3,August,1,11816,147700,250,August,VTT,8,26164,350,135884,Government,422,2014
110760,Canada,Low,2014,Qtr 3,August,1,1153.75,115375,120,August,Velo,8,3461.25,125,114221.25,Enterprise,923,2014
112000,France,Medium,2014,Qtr 2,June,1,9408,134400,3,June,Carretera,6,12992,300,124992,Small Business,448,2014
112000,France,Medium,2014,Qtr 2,June,1,9408,134400,10,June,Paseo,6,12992,300,124992,Small Business,448,2014
113640,Mexico,High,2013,Qtr 3,September,1,13021.25,118375,260,September,Amarilla,9,-8286.25,125,105353.75,Enterprise,947,2013
114240,Canada,Medium,2014,Qtr 1,February,1,7140,119000,120,February,Velo,2,-2380,125,111860,Enterprise,952,2014
119280,Germany,Medium,2013,Qtr 3,September,1,8697.5,124250,260,September,Amarilla,9,-3727.5,125,115552.5,Enterprise,994,2013
122760,France,High,2013,Qtr 3,September,1,17902.5,127875,3,September,Carretera,9,-12787.5,125,109972.5,Enterprise,1023,2013
123500,Mexico,Low,2013,Qtr 4,October,1,1482,148200,3,October,Carretera,10,23218,300,146718,Small Business,494,2013
123500,Mexico,Low,2013,Qtr 4,October,1,1482,148200,250,October,VTT,10,23218,300,146718,Small Business,494,2013
128880,Mexico,Low,2014,Qtr 2,April,1,5370,134250,260,April,Amarilla,4,0,125,128880,Enterprise,1074,2014
130200,Germany,High,2014,Qtr 4,October,1,20343.75,135625,3,October,Carretera,10,-14918.75,125,115281.25,Enterprise,1085,2014
130200,Germany,High,2014,Qtr 4,October,1,20343.75,135625,10,October,Paseo,10,-14918.75,125,115281.25,Enterprise,1085,2014
133680,Mexico,Medium,2014,Qtr 1,March,1,11140,139250,10,March,Paseo,3,-5570,125,128110,Enterprise,1114,2014
136500,Mexico,High,2014,Qtr 4,October,1,24570,163800,5,October,Montana,10,2730,300,139230,Small Business,546,2014
136500,Mexico,High,2014,Qtr 4,October,1,24570,163800,260,October,Amarilla,10,2730,300,139230,Small Business,546,2014
136560,Mexico,Low,2014,Qtr 4,December,1,5690,142250,5,December,Montana,12,0,125,136560,Enterprise,1138,2014
136560,Mexico,Low,2014,Qtr 4,December,1,5690,142250,10,December,Paseo,12,0,125,136560,Enterprise,1138,2014
140880,France,High,2014,Qtr 3,August,1,22012.5,146750,3,August,Carretera,8,-16142.5,125,124737.5,Enterprise,1174,2014
143520,Canada,Medium,2014,Qtr 3,August,1,9660,193200,260,August,Amarilla,8,40020,350,183540,Government,552,2014
147750,Mexico,High,2014,Qtr 2,May,1,17730,177300,10,May,Paseo,5,11820,300,159570,Small Business,591,2014
149370,France,Medium,2014,Qtr 2,April,1,16086,201075,250,April,VTT,4,35619,350,184989,Government,574.5,2014
154440,France,Low,2014,Qtr 4,December,1,4826.25,160875,5,December,Montana,12,1608.75,125,156048.75,Enterprise,1287,2014
154440,France,Low,2014,Qtr 4,December,1,4826.25,160875,10,December,Paseo,12,1608.75,125,156048.75,Enterprise,1287,2014
156520,United States of America,Medium,2014,Qtr 2,June,1,10535,210700,10,June,Paseo,6,43645,350,200165,Government,602,2014
156520,United States of America,Medium,2014,Qtr 2,June,1,10535,210700,120,June,Velo,6,43645,350,200165,Government,602,2014
158750,Mexico,Medium,2014,Qtr 4,December,1,15240,190500,120,December,Velo,12,16510,300,175260,Small Business,635,2014
158750,Mexico,Medium,2014,Qtr 4,December,1,15240,190500,260,December,Amarilla,12,16510,300,175260,Small Business,635,2014
161980,Canada,High,2013,Qtr 3,September,1,26166,218050,250,September,VTT,9,29904,350,191884,Government,623,2013
166140,France,High,2014,Qtr 3,July,1,22365,223650,120,July,Velo,7,35145,350,201285,Government,639,2014
171960,France,High,2014,Qtr 2,May,1,19703.75,179125,260,May,Amarilla,5,-12538.75,125,159421.25,Enterprise,1433,2014
172250,Germany,Low,2014,Qtr 2,June,1,6201,206700,3,June,Carretera,6,28249,300,200499,Small Business,689,2014
172250,Germany,Low,2014,Qtr 2,June,1,6201,206700,10,June,Paseo,6,28249,300,200499,Small Business,689,2014
177840,France,High,2013,Qtr 4,December,1,18525,185250,3,December,Carretera,12,-11115,125,166725,Enterprise,1482,2013
182000,Canada,High,2014,Qtr 4,November,1,34300,245000,10,November,Paseo,11,28700,350,210700,Government,700,2014
183820,Canada,High,2014,Qtr 3,September,1,24745,247450,260,September,Amarilla,9,38885,350,222705,Government,707,2014
184800,Mexico,Medium,2014,Qtr 3,August,1,15400,192500,3,August,Carretera,8,-7700,125,177100,Enterprise,1540,2014
187200,Mexico,Medium,2013,Qtr 3,September,1,12600,252000,5,September,Montana,9,52200,350,239400,Government,720,2013
188400,Germany,Low,2014,Qtr 2,June,1,5887.5,196250,10,June,Paseo,6,1962.5,125,190362.5,Enterprise,1570,2014
188400,Germany,Low,2014,Qtr 2,June,1,5887.5,196250,250,June,VTT,6,1962.5,125,190362.5,Enterprise,1570,2014
189000,Mexico,High,2014,Qtr 1,February,1,27562.5,196875,120,February,Velo,2,-19687.5,125,169312.5,Enterprise,1575,2014
189020,United States of America,Medium,2013,Qtr 4,October,1,15267,254450,10,October,Paseo,10,50163,350,239183,Government,727,2013
189020,United States of America,Medium,2013,Qtr 4,October,1,15267,254450,260,October,Amarilla,10,50163,350,239183,Government,727,2013
189960,Canada,High,2014,Qtr 2,June,1,25723.75,197875,10,June,Paseo,6,-17808.75,125,172151.25,Enterprise,1583,2014
189960,Canada,High,2014,Qtr 2,June,1,25723.75,197875,250,June,VTT,6,-17808.75,125,172151.25,Enterprise,1583,2014
191520,United States of America,High,2014,Qtr 3,September,1,19950,199500,120,September,Velo,9,-11970,125,179550,Enterprise,1596,2014
197000,Mexico,None,2013,Qtr 3,September,1,0,236400,10,September,Paseo,9,39400,300,236400,Small Business,788,2013
197400,Canada,Medium,2014,Qtr 2,May,1,14393.75,205625,260,May,Amarilla,5,-6168.75,125,191231.25,Enterprise,1645,2014
199080,Canada,High,2014,Qtr 1,January,1,26958.75,207375,260,January,Amarilla,1,-18663.75,125,180416.25,Enterprise,1659,2014
199160,Germany,High,2014,Qtr 1,January,1,29491,268100,5,January,Montana,1,39449,350,238609,Government,766,2014
199200,Mexico,Low,2013,Qtr 4,November,1,4150,207500,5,November,Montana,11,4150,125,203350,Enterprise,1660,2013
200250,Mexico,High,2014,Qtr 3,July,1,33642,240300,3,July,Carretera,7,6408,300,206658,Small Business,801,2014
201750,Germany,High,2014,Qtr 1,January,1,31473,242100,10,January,Paseo,1,8877,300,210627,Small Business,807,2014
202000,United States of America,Medium,2013,Qtr 4,December,1,19392,242400,250,December,VTT,12,21008,300,223008,Small Business,808,2013
204720,Germany,Low,2014,Qtr 4,December,1,6397.5,213250,5,December,Montana,12,2132.5,125,206852.5,Enterprise,1706,2014
204720,Germany,Low,2014,Qtr 4,December,1,6397.5,213250,10,December,Paseo,12,2132.5,125,206852.5,Enterprise,1706,2014
205920,Germany,High,2014,Qtr 1,March,1,30492,277200,3,March,Carretera,3,40788,350,246708,Government,792,2014
209280,France,Low,2014,Qtr 4,November,1,2180,218000,250,November,VTT,11,6540,125,215820,Enterprise,1744,2014
212880,Canada,Low,2014,Qtr 1,March,1,6652.5,221750,10,March,Paseo,3,2217.5,125,215097.5,Enterprise,1774,2014
213250,France,High,2014,Qtr 4,December,1,25590,255900,120,December,Velo,12,17060,300,230310,Small Business,853,2014
213250,France,High,2014,Qtr 4,December,1,25590,255900,260,December,Amarilla,12,17060,300,230310,Small Business,853,2014
216480,France,None,2014,Qtr 1,February,1,0,225500,120,February,Velo,2,9020,125,225500,Enterprise,1804,2014
216480,United States of America,High,2013,Qtr 4,November,1,22550,225500,5,November,Montana,11,-13530,125,202950,Enterprise,1804,2013
218250,Canada,High,2014,Qtr 1,January,1,28809,261900,10,January,Paseo,1,14841,300,233091,Small Business,873,2014
218760,Mexico,Low,2014,Qtr 3,July,1,2278.75,227875,10,July,Paseo,7,6836.25,125,225596.25,Enterprise,1823,2014
222000,Canada,High,2014,Qtr 1,March,1,37296,266400,260,March,Amarilla,3,7104,300,229104,Small Business,888,2014
222840,France,Medium,2013,Qtr 4,November,1,20891.25,232125,5,November,Montana,11,-11606.25,125,211233.75,Enterprise,1857,2013
229500,France,Low,2014,Qtr 2,May,1,5508,275400,10,May,Paseo,5,40392,300,269892,Small Business,918,2014
229920,Canada,High,2013,Qtr 4,December,1,23950,239500,120,December,Velo,12,-14370,125,215550,Enterprise,1916,2013
230360,Mexico,High,2014,Qtr 2,June,1,37212,310100,3,June,Carretera,6,42528,350,272888,Government,886,2014
230360,Mexico,High,2014,Qtr 2,June,1,37212,310100,10,June,Paseo,6,42528,350,272888,Government,886,2014
238500,France,Medium,2014,Qtr 1,January,1,14906.25,248437.5,260,January,Amarilla,1,-4968.75,125,233531.25,Enterprise,1987.5,2014
239500,Mexico,None,2014,Qtr 3,August,1,0,287400,5,August,Montana,8,47900,300,287400,Small Business,958,2014
239750,France,Medium,2014,Qtr 1,February,1,20139,287700,250,February,VTT,2,27811,300,267561,Small Business,959,2014
239980,Canada,High,2014,Qtr 1,March,1,41996.5,323050,3,March,Carretera,3,41073.5,350,281053.5,Government,923,2014
241080,Canada,Low,2014,Qtr 4,October,1,7533.75,251125,10,October,Paseo,10,2511.25,125,243591.25,Enterprise,2009,2014
241080,Canada,Low,2014,Qtr 4,October,1,7533.75,251125,120,October,Velo,10,2511.25,125,243591.25,Enterprise,2009,2014
245310,Canada,Low,2014,Qtr 2,April,1,3302.25,330225,250,April,VTT,4,81612.75,350,326922.75,Government,943.5,2014
246500,Germany,Low,2014,Qtr 3,September,1,2958,295800,250,September,VTT,9,46342,300,292842,Small Business,986,2014
247750,United States of America,Medium,2014,Qtr 2,June,1,14865,297300,3,June,Carretera,6,34685,300,282435,Small Business,991,2014
247750,United States of America,Medium,2014,Qtr 2,June,1,14865,297300,10,June,Paseo,6,34685,300,282435,Small Business,991,2014
250440,Germany,Medium,2014,Qtr 3,September,1,18261.25,260875,120,September,Velo,9,-7826.25,125,242613.75,Enterprise,2087,2014
252500,United States of America,High,2014,Qtr 4,October,1,42420,303000,3,October,Carretera,10,8080,300,260580,Small Business,1010,2014
252500,United States of America,High,2014,Qtr 4,October,1,42420,303000,250,October,VTT,10,8080,300,260580,Small Business,1010,2014
253200,Mexico,Medium,2014,Qtr 3,September,1,23737.5,263750,120,September,Velo,9,-13187.5,125,240012.5,Enterprise,2110,2014
254800,Mexico,Medium,2014,Qtr 2,April,1,20580,343000,5,April,Montana,4,67620,350,322420,Government,980,2014
255450,United States of America,High,2014,Qtr 1,January,1,44703.75,343875,5,January,Montana,1,43721.25,350,299171.25,Government,982.5,2014
256360,United States of America,High,2014,Qtr 4,October,1,41412,345100,120,October,Velo,10,47328,350,303688,Government,986,2014
256360,United States of America,High,2014,Qtr 4,October,1,41412,345100,250,October,VTT,10,47328,350,303688,Government,986,2014
257400,Mexico,Low,2013,Qtr 4,October,1,5362.5,268125,10,October,Paseo,10,5362.5,125,262762.5,Enterprise,2145,2013
257400,Mexico,Low,2013,Qtr 4,October,1,5362.5,268125,120,October,Velo,10,5362.5,125,262762.5,Enterprise,2145,2013
258720,Mexico,High,2014,Qtr 4,October,1,32340,269500,3,October,Carretera,10,-21560,125,237160,Enterprise,2156,2014
258720,Mexico,High,2014,Qtr 4,October,1,32340,269500,10,October,Paseo,10,-21560,125,237160,Enterprise,2156,2014
261560,Germany,None,2014,Qtr 2,June,1,0,352100,10,June,Paseo,6,90540,350,352100,Government,1006,2014
261560,Germany,None,2014,Qtr 2,June,1,0,352100,120,June,Velo,6,90540,350,352100,Government,1006,2014
273120,Germany,Low,2014,Qtr 2,May,1,5690,284500,260,May,Amarilla,5,5690,125,278810,Enterprise,2276,2014
273500,Canada,Medium,2014,Qtr 2,June,1,29538,328200,3,June,Carretera,6,25162,300,298662,Small Business,1094,2014
273500,Canada,Medium,2014,Qtr 2,June,1,29538,328200,10,June,Paseo,6,25162,300,298662,Small Business,1094,2014
275000,Mexico,Medium,2013,Qtr 4,December,1,16500,330000,5,December,Montana,12,38500,300,313500,Small Business,1100,2013
275250,Mexico,Low,2014,Qtr 1,March,1,6606,330300,260,March,Amarilla,3,48444,300,323694,Small Business,1101,2014
280750,Germany,Medium,2013,Qtr 3,September,1,23583,336900,10,September,Paseo,9,32567,300,313317,Small Business,1123,2013
286200,France,Medium,2014,Qtr 1,March,1,14906.25,298125,10,March,Paseo,3,-2981.25,125,283218.75,Enterprise,2385,2014
286440,United States of America,High,2014,Qtr 4,November,1,35805,298375,250,November,VTT,11,-23870,125,262570,Enterprise,2387,2014
289920,Canada,High,2013,Qtr 3,September,1,36240,302000,3,September,Carretera,9,-24160,125,265760,Enterprise,2416,2013
292560,United States of America,High,2013,Qtr 4,December,1,45712.5,304750,120,December,Velo,12,-33522.5,125,259037.5,Enterprise,2438,2013
292920,France,High,2014,Qtr 4,October,1,33563.75,305125,3,October,Carretera,10,-21358.75,125,271561.25,Enterprise,2441,2014
292920,France,High,2014,Qtr 4,October,1,33563.75,305125,10,October,Paseo,10,-21358.75,125,271561.25,Enterprise,2441,2014
296500,France,High,2013,Qtr 4,December,1,42696,355800,5,December,Montana,12,16604,300,313104,Small Business,1186,2013
300000,Germany,Medium,2013,Qtr 4,November,1,21875,312500,5,November,Montana,11,-9375,125,290625,Enterprise,2500,2013
303480,Canada,High,2014,Qtr 4,November,1,31612.5,316125,250,November,VTT,11,-18967.5,125,284512.5,Enterprise,2529,2014
305250,France,Medium,2013,Qtr 4,October,1,21978,366300,120,October,Velo,10,39072,300,344322,Small Business,1221,2013
305250,France,Medium,2013,Qtr 4,October,1,21978,366300,250,October,VTT,10,39072,300,344322,Small Business,1221,2013
306020,United States of America,High,2014,Qtr 4,November,1,57673,411950,10,November,Paseo,11,48257,350,354277,Government,1177,2014
311220,Mexico,High,2014,Qtr 4,November,1,50274,418950,10,November,Paseo,11,57456,350,368676,Government,1197,2014
311740,Germany,High,2014,Qtr 2,April,1,58751,419650,5,April,Montana,4,49159,350,360899,Government,1199,2014
312500,Germany,Medium,2014,Qtr 4,December,1,18750,375000,120,December,Velo,12,43750,300,356250,Small Business,1250,2014
312500,Germany,Medium,2014,Qtr 4,December,1,18750,375000,260,December,Amarilla,12,43750,300,356250,Small Business,1250,2014
314600,Mexico,Low,2014,Qtr 1,March,1,4235,423500,3,March,Carretera,3,104665,350,419265,Government,1210,2014
319280,Canada,Medium,2013,Qtr 4,October,1,21490,429800,10,October,Paseo,10,89030,350,408310,Government,1228,2013
319280,Canada,Medium,2013,Qtr 4,October,1,21490,429800,260,October,Amarilla,10,89030,350,408310,Government,1228,2013
319860,Canada,None,2014,Qtr 3,July,1,0,333187.5,5,July,Montana,7,13327.5,125,333187.5,Enterprise,2665.5,2014
320750,Canada,Medium,2013,Qtr 3,September,1,30792,384900,5,September,Montana,9,33358,300,354108,Small Business,1283,2013
327480,Canada,Low,2014,Qtr 4,December,1,6822.5,341125,10,December,Paseo,12,6822.5,125,334302.5,Enterprise,2729,2014
327480,Canada,Low,2014,Qtr 4,December,1,6822.5,341125,250,December,VTT,12,6822.5,125,334302.5,Enterprise,2729,2014
329940,Canada,Medium,2014,Qtr 4,October,1,39973.5,444150,120,October,Velo,10,74236.5,350,404176.5,Government,1269,2014
329940,Canada,Medium,2014,Qtr 4,October,1,39973.5,444150,260,October,Amarilla,10,74236.5,350,404176.5,Government,1269,2014
330600,United States of America,Medium,2014,Qtr 1,February,1,20662.5,344375,120,February,Velo,2,-6887.5,125,323712.5,Enterprise,2755,2014
331000,France,Medium,2014,Qtr 4,November,1,35748,397200,10,November,Paseo,11,30452,300,361452,Small Business,1324,2014
332040,Germany,High,2014,Qtr 3,August,1,51881.25,345875,3,August,Carretera,8,-38046.25,125,293993.75,Enterprise,2767,2014
333060,France,High,2013,Qtr 4,December,1,62769,448350,250,December,VTT,12,52521,350,385581,Government,1281,2013
335640,United States of America,Medium,2014,Qtr 4,December,1,31466.25,349625,5,December,Montana,12,-17481.25,125,318158.75,Enterprise,2797,2014
335640,United States of America,Medium,2014,Qtr 4,December,1,31466.25,349625,10,December,Paseo,12,-17481.25,125,318158.75,Enterprise,2797,2014
338520,Mexico,High,2013,Qtr 4,December,1,49367.5,352625,3,December,Carretera,12,-35262.5,125,303257.5,Enterprise,2821,2013
338520,United States of America,None,2014,Qtr 3,August,1,0,352625,120,August,Velo,8,14105,125,352625,Enterprise,2821,2014
339750,Germany,High,2014,Qtr 4,November,1,48924,407700,10,November,Paseo,11,19026,300,358776,Small Business,1359,2014
339820,Germany,Medium,2014,Qtr 3,July,1,41170.5,457450,120,July,Velo,7,76459.5,350,416279.5,Government,1307,2014
341280,United States of America,High,2014,Qtr 2,May,1,49770,355500,260,May,Amarilla,5,-35550,125,305730,Enterprise,2844,2014
341500,Canada,High,2014,Qtr 4,November,1,45078,409800,10,November,Paseo,11,23222,300,364722,Small Business,1366,2014
343000,United States of America,Medium,2014,Qtr 4,December,1,28812,411600,120,December,Velo,12,39788,300,382788,Small Business,1372,2014
343000,United States of America,Medium,2014,Qtr 4,December,1,28812,411600,260,December,Amarilla,12,39788,300,382788,Small Business,1372,2014
351000,Canada,Medium,2013,Qtr 4,November,1,29484,421200,10,November,Paseo,11,40716,300,391716,Small Business,1404,2013
351000,Germany,Medium,2014,Qtr 1,February,1,23625,472500,260,February,Amarilla,2,97875,350,448875,Government,1350,2014
351390,United States of America,Medium,2014,Qtr 2,April,1,42572.25,473025,250,April,VTT,4,79062.75,350,430452.75,Government,1351.5,2014
353625,Germany,Low,2014,Qtr 2,April,1,16974,424350,10,April,Paseo,4,53751,300,407376,Small Business,1414.5,2014
354120,Mexico,Medium,2014,Qtr 4,December,1,38136,476700,3,December,Carretera,12,84444,350,438564,Government,1362,2014
354120,Mexico,Medium,2014,Qtr 4,December,1,38136,476700,10,December,Paseo,12,84444,350,438564,Government,1362,2014
354480,Canada,High,2013,Qtr 4,November,1,55387.5,369250,250,November,VTT,11,-40617.5,125,313862.5,Enterprise,2954,2013
358560,France,Low,2014,Qtr 3,July,1,14940,373500,10,July,Paseo,7,0,125,358560,Enterprise,2988,2014
359040,United States of America,Medium,2014,Qtr 1,March,1,18700,374000,10,March,Paseo,3,-3740,125,355300,Enterprise,2992,2014
359970,France,Medium,2014,Qtr 1,January,1,24228.75,484575,5,January,Montana,1,100376.25,350,460346.25,Government,1384.5,2014
362700,Mexico,High,2014,Qtr 3,July,1,58590,488250,120,July,Velo,7,66960,350,429660,Government,1395,2014
363220,Mexico,Low,2014,Qtr 4,October,1,4889.5,488950,3,October,Carretera,10,120840.5,350,484060.5,Government,1397,2014
363220,Mexico,Low,2014,Qtr 4,October,1,4889.5,488950,250,October,VTT,10,120840.5,350,484060.5,Government,1397,2014
374000,Canada,High,2014,Qtr 4,October,1,62832,448800,3,October,Carretera,10,11968,300,385968,Small Business,1496,2014
374000,Canada,High,2014,Qtr 4,October,1,62832,448800,250,October,VTT,10,11968,300,385968,Small Business,1496,2014
379600,Germany,Medium,2014,Qtr 2,May,1,30660,511000,5,May,Montana,5,100740,350,480340,Government,1460,2014
379800,Germany,High,2014,Qtr 1,January,1,43518.75,395625,260,January,Amarilla,1,-27693.75,125,352106.25,Enterprise,3165,2014
388960,France,Medium,2014,Qtr 2,June,1,31416,523600,10,June,Paseo,6,103224,350,492184,Government,1496,2014
388960,France,Medium,2014,Qtr 2,June,1,31416,523600,120,June,Velo,6,103224,350,492184,Government,1496,2014
390500,France,Medium,2014,Qtr 3,August,1,37488,468600,5,August,Montana,8,40612,300,431112,Small Business,1562,2014
393380,Germany,None,2014,Qtr 4,December,1,0,529550,3,December,Carretera,12,136170,350,529550,Government,1513,2014
393380,Germany,None,2014,Qtr 4,December,1,0,529550,10,December,Paseo,12,136170,350,529550,Government,1513,2014
397020,France,None,2013,Qtr 3,September,1,0,534450,250,September,VTT,9,137430,350,534450,Government,1527,2013
401750,Mexico,Medium,2014,Qtr 2,April,1,24105,482100,10,April,Paseo,4,56245,300,457995,Small Business,1607,2014
413460,United States of America,High,2014,Qtr 2,April,1,43068.75,430687.5,3,April,Carretera,4,-25841.25,125,387618.75,Enterprise,3445.5,2014
414440,France,High,2014,Qtr 4,November,1,66948,557900,10,November,Paseo,11,76512,350,490952,Government,1594,2014
414750,France,Medium,2014,Qtr 3,July,1,34839,497700,120,July,Velo,7,48111,300,462861,Small Business,1659,2014
421560,Germany,Medium,2014,Qtr 3,July,1,30738.75,439125,10,July,Paseo,7,-13173.75,125,408386.25,Enterprise,3513,2014
425500,Canada,Medium,2014,Qtr 2,May,1,35742,510600,10,May,Paseo,5,49358,300,474858,Small Business,1702,2014
426920,Mexico,Low,2014,Qtr 3,August,1,17241,574700,250,August,VTT,8,130539,350,557459,Government,1642,2014
432000,Germany,Low,2014,Qtr 2,May,1,10368,518400,10,May,Paseo,5,76032,300,508032,Small Business,1728,2014
433160,France,Medium,2014,Qtr 2,May,1,52479,583100,5,May,Montana,5,97461,350,530621,Government,1666,2014
435240,United States of America,Medium,2014,Qtr 3,July,1,22668.75,453375,5,July,Montana,7,-4533.75,125,430706.25,Enterprise,3627,2014
436540,Mexico,Medium,2014,Qtr 3,September,1,35259,587650,260,September,Amarilla,9,115851,350,552391,Government,1679,2014
443250,France,High,2014,Qtr 2,April,1,63828,531900,5,April,Montana,4,24822,300,468072,Small Business,1773,2014
448500,Canada,None,2013,Qtr 4,November,1,0,603750,10,November,Paseo,11,155250,350,603750,Government,1725,2013
457860,United States of America,Medium,2014,Qtr 1,March,1,43144.5,616350,3,March,Carretera,3,115345.5,350,573205.5,Government,1761,2014
462280,Canada,Low,2013,Qtr 4,December,1,24892,622300,260,December,Amarilla,12,135128,350,597408,Government,1778,2013
464750,Germany,Low,2014,Qtr 3,August,1,22308,557700,5,August,Montana,8,70642,300,535392,Small Business,1859,2014
465400,France,High,2014,Qtr 1,March,1,81445,626500,3,March,Carretera,3,79655,350,545055,Government,1790,2014
466750,United States of America,Medium,2014,Qtr 3,September,1,50409,560100,250,September,VTT,9,42941,300,509691,Small Business,1867,2014
467220,Germany,Low,2013,Qtr 3,September,1,18868.5,628950,5,September,Montana,9,142861.5,350,610081.5,Government,1797,2013
468500,Canada,Low,2014,Qtr 3,August,1,16866,562200,250,August,VTT,8,76834,300,545334,Small Business,1874,2014
479000,Canada,Low,2014,Qtr 4,December,1,11496,574800,10,December,Paseo,12,84304,300,563304,Small Business,1916,2014
479000,Canada,Low,2014,Qtr 4,December,1,11496,574800,260,December,Amarilla,12,84304,300,563304,Small Business,1916,2014
484900,Mexico,Low,2014,Qtr 1,February,1,26110,652750,260,February,Amarilla,2,141740,350,626640,Government,1865,2014
486200,Germany,High,2013,Qtr 4,December,1,65450,654500,250,December,VTT,12,102850,350,589050,Government,1870,2013
495820,Germany,Low,2014,Qtr 3,September,1,26698,667450,260,September,Amarilla,9,144932,350,640752,Government,1907,2014
499720,France,High,2013,Qtr 4,November,1,94178,672700,10,November,Paseo,11,78802,350,578522,Government,1922,2013
500250,Canada,None,2014,Qtr 1,February,1,0,600300,250,February,VTT,2,100050,300,600300,Small Business,2001,2014
504400,Mexico,Low,2013,Qtr 4,December,1,13580,679000,250,December,VTT,12,161020,350,665420,Government,1940,2013
505250,Germany,Low,2014,Qtr 4,October,1,24252,606300,3,October,Carretera,10,76798,300,582048,Small Business,2021,2014
505250,Germany,Low,2014,Qtr 4,October,1,24252,606300,5,October,Montana,10,76798,300,582048,Small Business,2021,2014
506340,Germany,None,2014,Qtr 2,April,1,0,527437.5,260,April,Amarilla,4,21097.5,125,527437.5,Enterprise,4219.5,2014
509220,France,Low,2014,Qtr 2,April,1,15913.125,530437.5,3,April,Carretera,4,5304.375,125,514524.375,Enterprise,4243.5,2014
521820,United States of America,High,2013,Qtr 4,November,1,105367.5,702450,10,November,Paseo,11,75262.5,350,597082.5,Government,2007,2013
533500,Canada,Medium,2014,Qtr 3,September,1,51216,640200,250,September,VTT,9,55484,300,588984,Small Business,2134,2014
537500,Mexico,High,2014,Qtr 4,November,1,77400,645000,10,November,Paseo,11,30100,300,567600,Small Business,2150,2014
537750,France,None,2014,Qtr 3,September,1,0,645300,250,September,VTT,9,107550,300,645300,Small Business,2151,2014
538460,United States of America,Medium,2014,Qtr 3,September,1,65236.5,724850,260,September,Amarilla,9,121153.5,350,659613.5,Government,2071,2014
539760,France,Medium,2013,Qtr 4,October,1,43596,726600,120,October,Velo,10,143244,350,683004,Government,2076,2013
539760,France,Medium,2013,Qtr 4,October,1,43596,726600,260,October,Amarilla,10,143244,350,683004,Government,2076,2013
545250,France,Medium,2014,Qtr 4,October,1,45801,654300,3,October,Carretera,10,63249,300,608499,Small Business,2181,2014
545250,France,Medium,2014,Qtr 4,October,1,45801,654300,5,October,Montana,10,63249,300,608499,Small Business,2181,2014
547170,Canada,High,2014,Qtr 3,July,1,81023.25,736575,10,July,Paseo,7,108381.75,350,655551.75,Government,2104.5,2014
557960,Germany,Medium,2013,Qtr 4,November,1,60088,751100,10,November,Paseo,11,133052,350,691012,Government,2146,2013
559260,Mexico,High,2013,Qtr 4,November,1,112927.5,752850,10,November,Paseo,11,80662.5,350,639922.5,Government,2151,2013
560300,France,Low,2014,Qtr 4,December,1,7542.5,754250,3,December,Carretera,12,186407.5,350,746707.5,Government,2155,2014
560300,France,Low,2014,Qtr 4,December,1,7542.5,754250,10,December,Paseo,12,186407.5,350,746707.5,Government,2155,2014
566020,France,Low,2014,Qtr 4,October,1,30478,761950,120,October,Velo,10,165452,350,731472,Government,2177,2014
566020,France,Low,2014,Qtr 4,October,1,30478,761950,250,October,VTT,10,165452,350,731472,Government,2177,2014
573500,United States of America,High,2013,Qtr 4,October,1,68820,688200,120,October,Velo,10,45880,300,619380,Small Business,2294,2013
573500,United States of America,High,2013,Qtr 4,October,1,68820,688200,250,October,VTT,10,45880,300,619380,Small Business,2294,2013
575250,United States of America,Low,2014,Qtr 2,April,1,6903,690300,5,April,Montana,4,108147,300,683397,Small Business,2301,2014
579150,Canada,High,2014,Qtr 1,January,1,109147.5,779625,5,January,Montana,1,91327.5,350,670477.5,Government,2227.5,2014
582400,Canada,High,2014,Qtr 1,February,1,78400,784000,260,February,Amarilla,2,123200,350,705600,Government,2240,2014
601380,United States of America,High,2014,Qtr 2,May,1,80955,809550,5,May,Montana,5,127215,350,728595,Government,2313,2014
